Company,Product,Inches,Memory,Gpu,OpSys,Price_euros,height,width,Clock,Weight_in_kg
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,17.3,4,Nvidia GeForce 920MX,Windows 10,530.0,900,1600,1.6,2.8
Acer,TravelMate P259-G2,15.6,4,Intel HD Graphics 620,Windows 10,619.0,768,1366,2.5,2.23
Toshiba,Tecra A50-C-1ZV,15.6,8,Intel HD Graphics 520,Windows 10,1119.0,768,1366,2.3,2.2
Lenovo,Yoga 700-11ISK,11.3,8,Intel HD Graphics 515,Windows 10,1299.0,1080,1920,1.2,1.1
Lenovo,IdeaPad Y700-15ACZ,15.6,16,AMD Radeon R9 M385,Windows 10,999.0,1080,1920,2.1,2.5
Dell,Latitude 7280,12.5,8,Intel HD Graphics,Windows 10,1472.2,1080,1920,2.5,1.36
Lenovo,IdeaPad 310-15IKB,15.6,8,Nvidia GeForce 920MX,No OS,685.0,1080,1920,2.7,2.2
Dell,Insprion 5767,17.3,4,AMD Radeon R7 M445,Windows 10,659.0,900,1600,2.0,2.36
Acer,Chromebook 14,14.0,4,Intel HD Graphics 400,Chrome OS,349.0,768,1366,1.6,1.68
HP,ZBook Studio,15.6,8,Nvidia Quadro M1000M,Windows 10,2249.0,1080,1920,2.7,2.0
Dell,Latitude 7480,14.0,8,Intel HD Graphics 620,Windows 10,1775.0,1080,1920,2.8,1.36
Toshiba,Portege Z30-C-1CW,13.3,8,Intel HD Graphics 520,Windows 7,1460.0,1080,1920,2.3,1.2
Asus,Chromebook Flip,12.5,8,Intel HD Graphics 515,Chrome OS,1159.0,1080,1920,1.2,1.2
Lenovo,Thinkpad T460,14.0,8,Intel HD Graphics 520,Windows 10,1488.99,1080,1920,2.6,1.7
Dell,Alienware 17,17.3,16,Nvidia GeForce GTX 1070,Windows 10,3154.0,2160,3840,2.8,4.36
Dell,XPS 13,13.3,8,Intel HD Graphics 615,Windows 10,1899.0,1080,1920,1.2,1.24
HP,ProBook x360,11.6,4,Intel HD Graphics 505,Windows 10,775.0,768,1366,1.1,1.45
Dell,XPS 13,13.3,8,Intel HD Graphics 520,Windows 10,1268.0,1800,3200,2.5,1.3
Acer,Chromebook C738T-C2EJ,11.6,4,Intel HD Graphics 400,Chrome OS,389.0,768,1366,1.6,1.25
Toshiba,Portege Z30-C-16Z,13.3,8,Intel HD Graphics 520,Windows 10,1535.0,1080,1920,2.4,1.2
Lenovo,ThinkPad X270,12.5,8,Intel HD Graphics 620,Windows 10,1760.0,1080,1920,2.6,1.36
Acer,Aspire F5-573G-510L,15.6,12,Nvidia GeForce GTX 950M,Windows 10,1009.0,1080,1920,2.5,2.4
Toshiba,Portege X20W-D-10V,12.5,8,Intel HD Graphics 620,Windows 10,1790.0,1080,1920,2.7,1.1
HP,ProBook 450,15.6,8,Nvidia GeForce 930MX,Windows 10,846.5,768,1366,2.5,2.04
Dell,Inspiron 3567,15.6,4,AMD Radeon R5 M430,Linux,465.62,768,1366,2.0,2.25
Dell,Latitude 5580,15.6,4,Intel HD Graphics 620,Windows 10,825.0,768,1366,2.5,1.9
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,685.0,1080,1920,2.4,2.04
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070,Windows 10,3149.0,1080,1920,2.8,4.42
Lenovo,IdeaPad 310-15IKB,15.6,6,Nvidia GeForce 920MX,Windows 10,695.0,1080,1920,2.5,2.4
Dell,XPS 13,13.3,16,Intel HD Graphics 615,Windows 10,1899.0,1800,3200,1.3,1.22
Dell,Latitude E7470,14.0,8,Intel HD Graphics 520,Windows 10,1962.98,1440,2560,2.6,1.5
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070,Windows 10,2800.0,1080,1920,2.6,4.42
Toshiba,Tecra A40-C-1DF,14.0,8,Intel HD Graphics 520,Windows 10,1180.0,1080,1920,2.3,1.95
Asus,Rog Strix,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2049.9,1080,1920,2.8,2.73
HP,Probook 450,15.6,8,Nvidia GeForce 930MX,Windows 10,979.0,1080,1920,2.7,2.04
Lenovo,ThinkPad T460,14.0,4,Intel HD Graphics 520,Windows 7,1002.0,768,1366,2.3,1.7
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,16,Nvidia GeForce GTX 950M,Windows 10,1799.0,2160,3840,2.7,2.3
HP,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,6,Intel HD Graphics 620,Windows 10,579.0,768,1366,2.7,2.04
Asus,Rog GL753VE-DS74,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1749.0,1080,1920,2.8,2.99
Dell,Inspiron 7579,15.6,12,Intel HD Graphics 620,Windows 10,1299.0,1080,1920,2.7,2.19
Toshiba,Portege Z30-C-1CV,13.3,4,Intel HD Graphics 520,Windows 7,1195.0,1080,1920,2.3,1.2
Lenovo,IdeaPad 320-15ABR,15.6,6,AMD Radeon 530,Windows 10,549.0,1080,1920,3.6,2.2
Fujitsu,LifeBook A556,15.6,4,Intel HD Graphics 520,Windows 10,649.0,768,1366,2.3,2.3
Toshiba,Tecra A40-C-1KF,14.0,4,Intel HD Graphics 520,Windows 10,915.0,768,1366,2.3,1.75
Dell,Inspiron 3567,15.6,4,AMD Radeon R5 M430,Windows 10,599.0,768,1366,2.5,2.25
HP,Probook 450,15.6,8,Intel HD Graphics 620,Windows 10,806.0,1080,1920,2.5,2.04
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1060,Windows 10,1189.0,1080,1920,2.8,2.5
Dell,Inspiron 5567,15.6,8,AMD Radeon R7 M445,Windows 10,749.0,768,1366,2.7,2.36
Dell,Latitude 5480,14.0,8,Intel HD Graphics 620 ,Windows 10,1119.0,1080,1920,2.5,1.6
HP,EliteBook Folio,12.5,8,Intel HD Graphics 515,Windows 10,1908.0,1080,1920,1.2,0.97
HP,15-bs005nv (i3-6006U/4GB/1TB,15.6,4,AMD Radeon 520,Windows 10,499.0,1080,1920,2.0,2.1
Lenovo,V110-15IAP (N3350/4GB/128GB/No,15.6,4,Intel HD Graphics 500,No OS,270.62,768,1366,1.1,1.9
Lenovo,ThinkPad T560,15.6,8,Intel HD Graphics 520,Windows 10,1349.0,1080,1920,2.3,2.3
Dell,Inspiron 5378,13.3,8,Intel HD Graphics 620,Windows 10,889.0,1080,1920,2.5,1.68
Asus,ZenBook UX310UA-FB485T,13.3,8,Intel HD Graphics 620,Windows 10,1150.0,1800,3200,2.5,1.4
HP,Spectre 13-V111dx,13.3,8,Intel HD Graphics 620,Windows 10,1349.0,1080,1920,2.7,1.11
Acer,Aspire ES1-533,15.6,4,Intel HD Graphics 505,Windows 10,380.0,768,1366,1.1,2.4
Asus,Rog GL553VE-DS74,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1799.0,1080,1920,2.8,2.5
HP,EliteBook 840,14.0,8,Intel HD Graphics 620,Windows 10,2089.0,1080,1920,2.7,1.48
Acer,Nitro 5,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1260.0,1080,1920,2.8,2.7
HP,ENVY -,13.3,8,Intel HD Graphics 620,Windows 10,1189.0,1080,1920,2.5,1.34
Dell,Vostro 3568,15.6,4,Intel HD Graphics 620,Windows 10,547.0,768,1366,2.4,2.18
HP,Probook 440,14.0,4,Intel HD Graphics 620,Windows 10,779.0,768,1366,2.5,1.64
Toshiba,Portege Z30-C-16H,13.3,4,Intel HD Graphics 520,Windows 10,1195.0,1080,1920,2.3,1.2
HP,EliteBook 840,14.0,4,Intel HD Graphics 520,Windows 10,1099.99,768,1366,2.4,1.48
HP,ProBook 640,14.0,4,Intel HD Graphics 620,Windows 10,1205.0,1080,1920,2.5,1.95
HP,EliteBook 1040,14.0,8,Intel HD Graphics 520,Windows 7,1449.0,1080,1920,2.6,1.43
HP,ProBook 440,14.0,8,Nvidia GeForce 930MX,Windows 10,1049.26,1080,1920,2.5,1.64
HP,Probook 440,14.0,4,Intel HD Graphics 620,Windows 10,684.0,768,1366,2.4,1.64
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050,Windows 10,949.0,1080,1920,2.5,2.65
HP,EliteBook 820,12.5,4,Intel HD Graphics 620,Windows 10,1539.0,1080,1920,2.5,1.26
HP,Elitebook 840,14.0,4,Intel HD Graphics 620,Windows 10,1590.0,1080,1920,2.5,1.48
HP,EliteBook 840,14.0,8,Intel HD Graphics 520,Windows 10,1887.21,1080,1920,2.5,1.54
HP,Probook 430,13.3,4,Intel HD Graphics 620,Windows 10,800.0,768,1366,2.4,1.49
Toshiba,Portege A30-C-1CZ,13.3,8,Intel HD Graphics 520,Windows 10,1210.0,768,1366,2.3,1.5
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,769.99,768,1366,2.4,2.04
Lenovo,ThinkPad P70,17.3,16,Nvidia Quadro 3000M,Windows 7,2968.0,2160,3840,2.7,2.4
Toshiba,Tecra Z40-C-12Z,14.0,8,Intel HD Graphics 520,Windows 10,1490.0,1080,1920,2.3,1.47
HP,EliteBook 1040,14.0,8,Intel HD Graphics 520,Windows 10,2229.0,1080,1920,2.5,1.43
Dell,Inspiron 5568,15.6,4,Intel HD Graphics 520,Windows 10,795.99,1080,1920,2.3,2.08
Toshiba,Portégé Z30-C-16K,13.3,8,Intel HD Graphics 520,Windows 10,1590.0,1080,1920,2.3,1.2
HP,Spectre 13-V100nv,13.3,8,Intel HD Graphics 620,Windows 10,1149.0,1080,1920,2.5,1.11
HP,ProBook 440,14.0,8,Nvidia GeForce 930MX,Windows 10,1185.43,1080,1920,2.7,1.64
Dell,Latitude E5570,15.6,8,Intel HD Graphics 520,Windows 10,1046.44,1080,1920,2.4,2.09
HP,Elitebook 820,12.5,4,Intel HD Graphics 620,Windows 10,1559.0,768,1366,2.5,1.26
HP,ProBook 650,14.0,4,Intel HD Graphics 620,Windows 10,1189.0,768,1366,2.5,2.31
HP,ProBook 640,14.0,4,Intel HD Graphics 620,Windows 10,1060.0,768,1366,2.5,1.95
Dell,XPS 13,13.3,8,Intel HD Graphics 620,Windows 10,1624.0,1800,3200,2.5,1.29
HP,Probook 470,17.3,8,Nvidia GeForce 930MX,Windows 10,1080.0,1080,1920,2.5,2.63
HP,ProBook 440,14.0,4,Intel HD Graphics 620,Windows 10,973.0,768,1366,2.5,1.64
Acer,Aspire 3,15.6,6,AMD Radeon R5,Windows 10,409.0,768,1366,3.0,2.1
MSI,GL72M 7RDX,17.3,8,Nvidia GeForce GTX 1050,Windows 10,1191.8,1080,1920,2.8,2.7
HP,Probook 640,14.0,8,Intel HD Graphics 520,Windows 7,1195.0,1080,1920,2.3,1.95
HP,EliteBook 850,15.6,8,Intel HD Graphics 520,Windows 10,1228.99,1080,1920,2.5,1.84
HP,EliteBook 820,12.5,8,Intel HD Graphics 520,Windows 10,1349.0,1080,1920,2.5,1.26
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,742.0,768,1366,2.5,2.04
Toshiba,Tecra Z40-C-136,14.0,8,Intel HD Graphics 520,Windows 10,1725.0,1080,1920,2.6,1.47
Dell,Latitude E5570,15.6,8,Intel HD Graphics 520,Windows 7,1062.95,1080,1920,2.4,2.09
HP,ProBook 440,14.0,8,Intel HD Graphics 620,Windows 10,1010.51,1080,1920,2.5,1.64
Lenovo,Yoga 500-15ISK,15.6,4,Intel HD Graphics 520,Windows 10,847.0,1080,1920,2.5,1.8
Vero,V142 (X5-Z8350/2GB/32GB/W10),14.0,2,Intel HD Graphics 400,Windows 10,210.8,768,1366,1.44,1.45
Toshiba,Tecra A50-C-218,15.6,16,Nvidia GeForce 930M,Windows 10,1425.0,1080,1920,2.5,2.4
Lenovo,Thinkpad L560,15.6,8,Intel HD Graphics 520,Windows 10,1049.6,1080,1920,2.3,2.3
HP,EliteBook 840,14.0,4,Intel HD Graphics 520,Windows 10,1000.0,1080,1920,2.3,1.54
HP,EliteBook 850,15.6,8,Intel HD Graphics 520,Windows 10,2103.34,1080,1920,2.4,1.84
HP,EliteBook 1040,14.0,8,Intel HD Graphics 520,Windows 7,1469.0,1080,1920,2.3,1.43
MSI,GT72S Dominator,17.3,16,Nvidia GeForce GTX 980M,Windows 10,1545.64,1080,1920,2.7,3.78
Lenovo,IdeaPad Y900-17ISK,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2289.99,1080,1920,2.6,4.6
Asus,Chromebook C202SA,11.6,4,Intel HD Graphics 400,Chrome OS,287.9,768,1366,1.6,1.2
Lenovo,ThinkPad X1,14.0,16,Intel HD Graphics 520,Windows 7,2620.0,1440,2560,2.6,1.1
HP,Noteb Pav,15.6,8,Nvidia GeForce 940MX,Windows 10,979.0,1080,1920,2.7,1.91
Dell,Inspiron 5578,15.6,8,Intel HD Graphics 620,Windows 10,1094.0,1080,1920,2.7,2.3
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,979.0,768,1366,2.5,2.04
Dell,XPS 13,13.3,16,Intel HD Graphics 620,Windows 10,2254.0,1800,3200,2.7,1.2
HP,ProBook 650,15.6,4,Intel HD Graphics 520,Windows 10,705.15,768,1366,2.3,2.31
HP,250 G5,15.6,4,Intel HD Graphics 620,No OS,499.0,768,1366,2.5,1.96
Acer,Aspire ES1-523,15.6,8,AMD Radeon R5,Windows 10,449.0,768,1366,2.2,2.4
Dell,Inspiron 7378,13.3,12,Intel HD Graphics 620,Windows 10,1299.0,1080,1920,2.7,1.6
MSI,GT62VR 6RD,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1819.0,1080,1920,2.6,2.94
HP,ProBook 450,15.6,8,Intel HD Graphics 620,Windows 10,1070.0,1080,1920,2.7,2.04
Asus,Rog G752VL-GC088D,17.3,16,Nvidia GeForce GTX 965M,No OS,998.0,1080,1920,2.6,4.0
Dell,Inspiron 3567,15.6,4,Intel HD Graphics,Windows 10,559.0,1080,1920,2.5,2.25
Dell,Inspiron 5567,15.6,16,AMD Radeon R7 M445,Windows 10,989.99,1080,1920,2.7,2.32
MSI,GS63VR 6RF,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1929.0,1080,1920,2.6,1.8
Dell,XPS 13,13.3,8,Intel HD Graphics 620,Windows 10,1458.0,1080,1920,2.7,1.29
Asus,ROG G701VO,17.3,64,Nvidia GeForce GTX 980 ,Windows 10,3975.0,1080,1920,2.7,3.58
Dell,Inspiron 5368,13.3,8,Intel HD Graphics 520,Windows 10,798.01,1080,1920,2.5,1.62
Dell,Alienware 15,15.6,16,Nvidia GeForce GTX 970M,Windows 10,1329.0,2160,3840,2.6,3.21
Apple,"MacBook 12""",12.0,8,Intel HD Graphics 515,Mac OS X,1300.0,1440,2304,1.1,0.92
Dell,Latitude 3570,15.6,4,Intel HD Graphics 520,Windows 10,481.98,768,1366,2.3,2.06
HP,ProBook 650,15.6,4,Intel HD Graphics 520,Windows 10,1199.0,768,1366,2.3,2.31
HP,EliteBook 820,12.5,8,Intel HD Graphics 520,Windows 7,1199.0,1080,1920,2.3,1.26
HP,ProBook 430,13.3,8,Intel HD Graphics 620,Windows 10,1090.0,1080,1920,2.7,1.49
Lenovo,ThinkPad Yoga,12.5,8,Intel HD Graphics 520,Windows 10,1713.49,1080,1920,2.5,1.3
Lenovo,IdeaPad 300-17ISK,17.3,8,AMD Radeon R5 M330,Windows 10,659.0,900,1600,2.3,3.0
Lenovo,Ideapad 700-15ISK,15.6,4,Nvidia GeForce GTX 950M,Windows 10,977.0,1080,1920,2.3,2.3
MSI,GT72VR Dominator,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2499.0,1080,1920,2.8,3.78
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,4,Intel HD Graphics 520,Windows 10,540.0,768,1366,2.3,2.1
HP,Probook 650,15.6,4,Intel HD Graphics 520,Windows 7,940.0,1080,1920,2.3,2.31
Lenovo,Yoga 900S-12ISK,12.5,8,Intel HD Graphics 515,Windows 10,1399.0,1440,2560,1.2,0.99
Lenovo,IdeaPad Y900-17ISK,17.3,32,Nvidia GeForce GTX 980M,Windows 10,3240.0,1080,1920,2.7,4.6
Lenovo,Yoga Book,10.1,4,Intel HD Graphics 400,Windows 10,646.27,1200,1920,1.44,0.69
HP,Spectre x360,13.3,16,Intel HD Graphics 620,Windows 10,2049.0,2160,3840,2.7,1.3
Dell,Vostro 3568,15.6,8,Intel HD Graphics 620,Windows 10,750.0,1080,1920,2.5,2.18
HP,EliteBook 840,14.0,4,Intel HD Graphics 520,Windows 7,1030.99,1080,1920,2.3,1.54
HP,ZBook 15u,15.6,8,AMD FirePro W4190M,Windows 7,1495.0,1080,1920,2.5,1.9
Lenovo,ThinkPad T460,14.0,8,Intel HD Graphics 520,Windows 7,1199.0,1080,1920,2.3,1.7
HP,Chromebook 13,13.3,4,Intel HD Graphics 515,Chrome OS,615.0,1800,3200,1.5,1.29
Acer,Aspire ES1-523,15.6,4,AMD Radeon R5,Windows 10,387.0,768,1366,2.2,2.4
Dell,Inspiron 3552,15.6,4,Intel HD Graphics,Linux,393.49,768,1366,1.6,2.2
HP,250 G6,15.6,4,Intel HD Graphics 520,No OS,345.99,768,1366,2.0,1.86
Asus,Rog GL702VM-GC354T,17.3,8,Nvidia GeForce GTX 1060,Windows 10,1599.0,1080,1920,2.8,2.7
Dell,Inspiron 5370,13.3,4,AMD Radeon 530,Windows 10,818.35,1080,1920,1.6,1.4
HP,Elitebook 820,12.5,4,Intel HD Graphics 520,Windows 7,1599.0,768,1366,2.3,2.4
Acer,Aspire F5-573G,15.6,8,Nvidia GeForce GTX 950M,Windows 10,799.0,1080,1920,2.5,2.4
Dell,Inspiron 5567,15.6,8,AMD Radeon R7 M445,Windows 10,638.8,1080,1920,2.5,2.36
MSI,GS70 Stealth,17.3,8,Nvidia GeForce GTX 965M,Windows 10,1599.0,1080,1920,2.6,2.6
HP,250 G5,15.6,4,Intel HD Graphics 405,Windows 10,500.0,768,1366,1.6,1.96
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2299.0,1080,1920,2.6,4.3
Dell,Latitude E5270,12.5,4,Intel HD Graphics 520,Windows 7,1135.15,768,1366,2.3,1.5
Dell,Latitude E5270,12.5,4,Intel HD Graphics 520,Windows 7,1166.97,768,1366,2.3,1.5
Acer,Chromebook 15,15.6,4,Intel HD Graphics,Chrome OS,209.0,768,1366,1.5,2.2
HP,ZBook 17,17.3,8,AMD FirePro W6150M,Windows 7,2899.0,1080,1920,2.6,3.0
Lenovo,Legion Y520-15IKBN,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1199.0,1080,1920,2.8,2.4
Dell,Latitude E5270,12.5,8,Intel HD Graphics 520,Windows 7,1413.1,768,1366,2.3,1.5
MSI,GE72 Apache,17.3,8,Nvidia GeForce GTX 960M,Windows 10,1511.19,1080,1920,2.6,2.9
Lenovo,Yoga 500-15ISK,15.6,4,Intel HD Graphics 520,Windows 10,867.0,1080,1920,2.3,2.1
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,4,AMD Radeon R4,Windows 10,398.0,1080,1920,2.5,2.1
Asus,Rog GL552VW-CN470T,15.6,16,Nvidia GeForce GTX 960M,Windows 10,1339.0,1080,1920,2.6,2.59
HP,EliteBook 1030,13.3,8,Intel HD Graphics 515,Windows 10,1699.0,1800,3200,1.1,1.16
Dell,Vostro 3559,15.6,4,AMD Radeon R5 M315,Windows 7,769.15,768,1366,2.3,2.24
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,4,Intel HD Graphics 520,Windows 10,429.0,768,1366,2.0,2.1
HP,Spectre Pro,13.3,8,Intel HD Graphics 520,Windows 10,1969.0,1080,1920,2.5,1.16
Lenovo,Yoga Book,10.1,4,Intel HD Graphics 400,Android,549.0,1200,1920,1.44,0.69
Dell,XPS 13,13.3,8,Intel Iris Plus Graphics 640,Windows 10,1379.0,1080,1920,2.4,1.23
Lenovo,IdeaPad Y900-17ISK,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2749.99,1080,1920,2.7,4.6
Razer,Blade Stealth,12.5,8,Intel HD Graphics 520,Windows 10,1029.0,2160,3840,2.5,1.25
Toshiba,Portege X30-D-10K,13.3,16,Intel HD Graphics 620,Windows 10,2226.0,1080,1920,2.7,1.05
Asus,Rog GL752VW-T4308T,17.3,8,Nvidia GeForce GTX 960M,Windows 10,1312.49,1080,1920,2.6,3.52
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,4,Intel HD Graphics 400,Windows 10,196.0,1080,1920,1.44,1.35
HP,Spectre Pro,13.3,8,Intel HD Graphics 520,Windows 10,1690.0,1080,1920,2.3,1.16
HP,EliteBook 1040,14.0,8,Intel HD Graphics 520,Windows 7,1513.0,1080,1920,2.3,1.43
Dell,Latitude E5570,15.6,4,Intel HD Graphics 520,Linux,523.63,768,1366,2.3,2.09
Asus,VivoBook Max,15.6,4,Intel HD Graphics 620,Windows 10,435.0,768,1366,2.4,2.0
Lenovo,ThinkPad Yoga,14.0,8,Intel HD Graphics 520,Windows 10,1669.0,1080,1920,2.5,1.8
Lenovo,Yoga Book,10.1,4,Intel HD Graphics 400,Windows 10,479.0,1200,1920,1.44,0.69
HP,EliteBook 820,12.5,8,Intel HD Graphics 520,Windows 7,1895.0,768,1366,2.4,1.26
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1060,No OS,989.0,1080,1920,2.5,2.4
HP,Omen -,17.3,8,Nvidia GeForce GTX 1060,Windows 10,1129.0,1080,1920,2.3,3.35
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,8,Intel HD Graphics 620,Windows 10,629.0,768,1366,2.7,2.04
Lenovo,ThinkPad P40,14.0,8,Nvidia Quadro M500M,Windows 7,2050.38,1080,1920,2.6,1.8
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),14.0,4,Intel HD Graphics 500,Windows 10,278.0,768,1366,1.1,1.5
HP,250 G6,15.6,8,Intel HD Graphics 620,Windows 10,752.0,1080,1920,2.7,1.84
Acer,Aspire E5-576G,15.6,4,Nvidia GeForce 940MX,Windows 10,616.0,1080,1920,2.5,2.23
Lenovo,IdeaPad 500-15ISK,15.6,16,AMD Radeon R7 M360,Windows 10,1099.0,1080,1920,2.5,2.5
HP,ZBook 17,17.3,8,Nvidia Quadro M3000M,Windows 7,3949.4,1080,1920,2.6,3.0
Dell,Inspiron 5567,15.6,8,AMD Radeon R7 M445,Windows 10,784.0,768,1366,2.5,2.5
MSI,GT72S Dominator,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2399.0,1080,1920,2.7,3.78
HP,EliteBook 850,15.6,8,Intel HD Graphics 520,Windows 7,2171.72,1080,1920,2.5,1.88
Lenovo,ThinkPad X1,14.0,16,Intel HD Graphics 520,Windows 10,2440.0,1440,2560,2.6,2.8
MSI,GP62M 7RDX,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1142.8,1080,1920,2.8,2.4
HP,Spectre Pro,13.3,8,Intel HD Graphics 520,Windows 10,1629.0,1080,1920,2.4,1.48
HP,ZBook 15,15.6,8,Nvidia Quadro M1000M,Windows 7,2229.0,1080,1920,2.6,2.59
HP,Spectre Pro,13.3,8,Intel HD Graphics 520,Windows 10,1799.0,1440,2560,2.6,1.48
HP,ZBook Studio,15.6,8,Nvidia Quadro M1000M,Windows 7,1899.0,1080,1920,2.6,2.0
HP,EliteBook 820,12.5,8,Intel HD Graphics 520,Windows 7,2296.95,1080,1920,2.5,1.26
Dell,Vostro 5568,15.6,8,Nvidia GeForce 940MX,Windows 10,1009.9,1080,1920,2.7,2.18
HP,EliteBook 850,15.6,8,Intel HD Graphics 520,Windows 7,1579.0,1080,1920,2.3,1.88
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 520,Windows 10,2339.0,1440,2560,2.5,1.27
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,4,Intel HD Graphics 520,No OS,339.0,768,1366,2.0,1.9
HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,4,AMD Radeon R2 Graphics,Windows 10,297.0,768,1366,1.8,1.86
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,8,AMD Radeon R5 M330,No OS,599.0,1080,1920,2.3,2.32
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050Ti,Windows 10,1199.0,1080,1920,2.8,2.62
Dell,XPS 15,15.6,8,Nvidia GeForce 960M,Windows 10,2250.68,2160,3840,2.3,2.04
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,4,AMD Radeon 520,Windows 10,478.89,1080,1920,2.5,1.91
MSI,GP72M 7REX,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1492.8,1080,1920,2.8,2.7
Lenovo,ThinkPad T460s,14.0,12,Intel HD Graphics 520,Windows 7,2299.0,1080,1920,2.6,1.4
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,8,AMD Radeon R5 M330,Windows 10,788.49,1080,1920,2.3,2.5
HP,Spectre Pro,13.3,8,Intel HD Graphics 520,Windows 10,2041.0,1440,2560,2.6,1.48
Lenovo,ThinkPad T460,14.0,8,Intel HD Graphics 520,Windows 7,1499.0,1080,1920,2.6,1.7
MSI,GS40 Phantom,14.0,16,Nvidia GeForce GTX 970M,Windows 10,1769.0,1080,1920,2.6,1.7
HP,Pavilion 15-cb003nv,15.6,8,Nvidia GeForce GTX 1050,Windows 10,899.0,1080,1920,2.8,2.62
Lenovo,IdeaPad 310-15ISK,15.6,8,Intel HD Graphics 520,Windows 10,459.0,768,1366,2.0,2.2
HP,250 G4,15.6,4,Intel HD Graphics 520,No OS,476.99,768,1366,2.3,2.1
Dell,Inspiron 7567,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,1498.0,2160,3840,2.8,2.62
Lenovo,ThinkPad T570,15.6,8,Intel HD Graphics 620,Windows 10,1390.0,1080,1920,2.5,1.95
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,4,Nvidia GeForce 920MX ,Windows 10,468.0,1080,1920,2.0,2.2
HP,Stream 14-AX000nv,14.0,2,Intel HD Graphics 400,Windows 10,249.0,768,1366,1.6,1.44
MSI,PL60 7RD,15.6,8,Nvidia GeForce GTX 1050,Windows 10,839.0,1080,1920,2.7,2.2
HP,250 G5,15.6,8,Intel HD Graphics 520,Windows 10,679.0,1080,1920,2.5,1.96
HP,ProBook 450,15.6,16,Intel UHD Graphics 620,Windows 10,1159.0,1080,1920,1.8,2.1
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,4,Intel HD Graphics,Windows 10,369.0,768,1366,1.6,2.2
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,4,Intel HD Graphics 520,No OS,398.0,768,1366,2.3,2.1
Lenovo,IdeaPad 510-15IKB,15.6,8,Nvidia GeForce 940MX,No OS,709.0,1080,1920,2.7,2.2
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14.0,4,Intel HD Graphics 620,Windows 10,769.0,1080,1920,2.4,2.0
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,4,Intel HD Graphics 520,Windows 7,825.0,1080,1920,2.5,2.32
Lenovo,IdeaPad Y700-15ISK,15.6,16,Nvidia GeForce GTX 960,Windows 10,1305.0,1080,1920,2.6,3.31
MSI,GS60 Ghost,15.6,16,Nvidia GeForce GTX 970M,Windows 10,2153.37,1080,1920,2.6,1.91
HP,ProBook 450,15.6,4,Intel HD Graphics 520,Windows 10,650.0,768,1366,2.3,2.07
